id,name,city,state,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,wifi,Pets,hot_tub,square_feet,price,weekly_price,monthly_price,review_scores_rating,enjoy_stay
30853939,Luxury Modern Townhome in Heart of Cherry Creek,Denver,CO,80206,Townhouse,Entire home/apt,8,4,4,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed""}",TRUE,FALSE,FALSE,,$400.00 ,,,97,Yes
30854580,Your Home Away from Home in Berkeley Park,Denver,CO,80211,Guesthouse,Entire home/apt,4,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Well-lit path to entrance"",""Lake access""}",TRUE,FALSE,FALSE,,$99.00 ,,,96,Yes
30857184,1 BR Suite with super comfortable king bed and A/C,Denver,CO,80218,Guest suite,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Luggage dropoff allowed""}",TRUE,FALSE,FALSE,,$99.00 ,,,100,Yes
30882851,New Stunning Modern Gem in Unbeatable Location!,Denver,CO,80220,House,Entire home/apt,9,3,3,6,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",TRUE,FALSE,FALSE,,$300.00 ,,,98,Yes
30890385,3rd Floor Apartment with a View - over 850 sq ft,Denver,CO,80212,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove}",TRUE,FALSE,FALSE,,$89.00 ,,,100,Yes
30913209,New two bed room basement,Denver,CO,80249,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Wide entrance for guests"",""Well-lit path to entrance"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide clearance to shower, toilet""}",TRUE,FALSE,FALSE,,$67.00 ,,,100,Yes
30915768,**Modern Farmhouse Apt in 1940s Bungalow**,Denver,CO,80222,Guest suite,Entire home/apt,4,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$55.00 ,,,98,Yes
30929157,Cozy apartment with private outdoor patio,Denver,CO,80219,Guest suite,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$60.00 ,,,98,Yes
30935914,NEW! Pet-Friendly Denver Home-Near RiNo Breweries!,Denver,CO,80205,House,Entire home/apt,6,2,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Hair dryer"",Iron,Bathtub,""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",Oven,""Patio or balcony"",""Long term stays allowed"",Other}",TRUE,TRUE,FALSE,,$235.00 ,,,,No
30953232,PET FRIENDLY ENTIRE HOUSE. Close to EVERYTHING!,Denver,CO,80221,House,Entire home/apt,4,1,3,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""BBQ grill"",""Garden or backyard""}",TRUE,TRUE,FALSE,,$100.00 ,,,98,Yes
30955430,Historic House in Popular LoHi w/trailer parking,Denver,CO,80211,House,Entire home/apt,17,3.5,5,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo}",TRUE,TRUE,FALSE,,$859.00 ,,,99,Yes
30967089,"New, Cozy, Urban Guest House Near RiNo Arts Dist.",Denver,CO,80205,Apartment,Entire home/apt,4,1,0,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Outlet covers"",""High chair"",""Stair gates"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""No stairs or steps to enter"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter""}",TRUE,TRUE,FALSE,,$89.00 ,,,100,Yes
30979335,The Grand Experience in Denver  Location Location!,Denver,CO,80202,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Single level home"",""BBQ grill"",""Wide entrance for guests""}",TRUE,FALSE,FALSE,,$250.00 ,,,99,Yes
30991941,★Gorgeous Hideout★ ✯Couples Getaway✯ Ace Location✮,Denver,CO,80205,Townhouse,Entire home/apt,4,1,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$122.00 ,,,98,Yes
31013216,"Friendly, Comfy Private Room next to Light Rail!",Aurora,CO,80014,Apartment,Private room,3,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$30.00 ,,,89,Yes
31014300,Heart of Uptown - One night stay 35 min to airport,Denver,CO,80218,Condominium,Private room,2,1.5,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",TRUE,FALSE,FALSE,,$60.00 ,,,100,Yes
31018014,Upscale Urban Loft with Fabulous Mountain Views,Denver,CO,80203,Loft,Entire home/apt,3,1,0,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Stove}",TRUE,FALSE,FALSE,,$70.00 ,,,100,Yes
31026158,Brand New Modern Townhome with A Central Location,Denver,CO,80205,Townhouse,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator}",TRUE,FALSE,FALSE,,$32.00 ,,,99,Yes
31030750,Sleek and Stylish in Congress Park,Denver,CO,80206,Condominium,Entire home/apt,3,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Host greets you""}",TRUE,FALSE,FALSE,,$86.00 ,,,100,Yes
31031915,❤Stapleton1mile⚡Family⚡Playground⚡6minNorthfield❤,Denver,CO,80207,House,Entire home/apt,8,2,4,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Accessible-height bed""}",TRUE,FALSE,FALSE,,$129.00 ,,,97,Yes
31032150,⚡ 5Bed❤Park Hill❤14min2Dwntown❤20min2DIA❤FamilyPL⚡,Denver,CO,80207,House,Entire home/apt,8,2,4,5,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Bed linens"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Accessible-height bed"",""Accessible-height toilet""}",TRUE,FALSE,FALSE,,$135.00 ,,,97,Yes
31039806,Charming suite in great location next to RiNo!,Denver,CO,80205,Guest suite,Entire home/apt,4,1,1,1,Real Bed,"{""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard""}",FALSE,FALSE,FALSE,,$80.00 ,,,89,Yes
31051314,Remodeled Carriage House Studio- West Highlands - Walk to Restaurants/bars!,Denver,CO,80211,House,Entire home/apt,4,1,0,2,Real Bed,"{""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Hair dryer"",Iron,""Self check-in"",Keypad,""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove}",FALSE,FALSE,FALSE,,$173.00 ,,,96,Yes
31052381,Perfect Denver Loft House Close to Everything!,Denver,CO,80212,House,Entire home/apt,6,2,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Breakfast,""Free street parking"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware""}",TRUE,TRUE,FALSE,,$200.00 ,,,100,Yes
31052762,⭐️ Monthly for work professionals  ☆ 88 WalkScore,Denver,CO,80211,Townhouse,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,Oven,Stove,""Garden or backyard"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$99.00 ,,,96,Yes
31057360,Brick Home in the Heart of the City,Denver,CO,80205,House,Private room,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",TRUE,FALSE,FALSE,,$149.00 ,,,99,Yes
31084975,Denver's Sazerac-22 Shared,Denver,CO,80202,Apartment,Private room,2,2,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",TRUE,FALSE,FALSE,,$174.00 ,,,100,Yes
31085879,"Madison ""Mansion""!  LowerLevel w/ Private Entrance",Denver,CO,80205,House,Private room,6,1,1,3,Real Bed,"{TV,Wifi,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Long term stays allowed""}",TRUE,FALSE,FALSE,,$55.00 ,,,99,Yes
31086360,Beautiful large 3 bedroom 8 minutes to downtown,Denver,CO,80211,House,Entire home/apt,6,3.5,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Lake access""}",TRUE,FALSE,FALSE,,$217.00 ,,,100,Yes
31088278,The Sophisticated BoHo Escape | Perfect for Two,Denver,CO,80222,Guesthouse,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance""}",TRUE,FALSE,FALSE,,$89.00 ,,,87,Yes
31089043,Blissful Abode in LoHi with Juliet Balcony,Denver,CO,80211,Condominium,Entire home/apt,5,2.5,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",TRUE,FALSE,FALSE,,$149.00 ,,,99,Yes
31089108,The Highland Square Experience | LoHi Townhome with Hot Tub,Denver,CO,80211,Townhouse,Entire home/apt,9,2.5,3,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",TRUE,FALSE,FALSE,,$199.00 ,,,94,Yes
31116813,Mile High South Denver Bungalow,Denver,CO,80210,Guest suite,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private entrance"",""Coffee maker"",""Dishes and silverware"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter""}",TRUE,FALSE,FALSE,,$100.00 ,,,99,Yes
31117836,Sunny Rowhouse in the ❤ of trendy RiNo District,Denver,CO,80205,Apartment,Entire home/apt,6,2.5,3,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",TRUE,FALSE,FALSE,,$150.00 ,,,100,Yes
31144161,NEW! Denver Townhome-Walk to City Park & Downtown,Denver,CO,80205,Townhouse,Entire home/apt,4,3,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Hangers,Iron,""Bed linens"",""Ethernet connection"",""Cooking basics"",Other}",TRUE,FALSE,FALSE,,$215.00 ,,,87,Yes
31146198,Happy Condo,Denver,CO,80220,Condominium,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",TRUE,FALSE,TRUE,,$68.00 ,,,100,Yes
31153209,DU centralize cozy room across Denver University,Denver,CO,80210,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""High chair"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",TRUE,FALSE,FALSE,,$45.00 ,,,99,Yes
31165349,Modern New build with rooftop in RiNo,Denver,CO,80205,House,Entire home/apt,6,2,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",TRUE,FALSE,FALSE,,$145.00 ,,,100,Yes
31166864,Beautiful New Modern Home-Minutes from everything!,Denver,CO,80204,House,Entire home/apt,10,2.5,3,5,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Other,""Lake access""}",TRUE,FALSE,FALSE,,$148.00 ,,,99,Yes
31168188,Andrew's Arts and Sports House,Denver,CO,80207,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Free street parking"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallways"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway""}",TRUE,FALSE,FALSE,,$30.00 ,,,98,Yes
31168983,"Near Downtown, Lightrail, Breweries + Restaurants",Denver,CO,80205,Townhouse,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",TRUE,FALSE,FALSE,,$98.00 ,,,98,Yes
31170871,Top of the Rockies Skyline,Denver,CO,80202,Condominium,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",TRUE,TRUE,FALSE,,$89.00 ,,,93,Yes
31184015,Charming Victorian Home - Single Bed/Private Bath,Denver,CO,80210,House,Private room,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",TRUE,FALSE,FALSE,,$50.00 ,,,96,Yes
31194325,Downtown Denver/Cole and Rino Art District,Denver,CO,80205,Guesthouse,Entire home/apt,3,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance""}",TRUE,FALSE,FALSE,,$175.00 ,,,100,Yes
31209470,VERY Cool East Wash Park Guest House Location,Denver,CO,80209,Guesthouse,Entire home/apt,3,1,0,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",""Hot tub"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",TRUE,FALSE,TRUE,,$100.00 ,,,100,Yes
